turn number,turn,node number,decition time,move,
0,white,9627,0.00173168024048209190,White pawn from E2 to E3,
1,black,13708,0.00251725083217024803,Black pawn from G7 to G5,
2,white,31185,0.00607239501550793648,White knight from G1 to F3,
3,black,18075,0.00365199521183967590,Black pawn from F7 to F6,
4,white,40778,0.00882526533678174019,White pawn from H2 to H4,
5,black,86434,0.01903698267415165901,Black bishop from F8 to H6,
6,white,1025964,0.24312459444627165794,White pawn from G2 to G4,
7,black,339847,0.08363520866259932518,Black pawn from C7 to C6,
8,white,1439607,0.35636992659419775009,White bishop from F1 to G2,
9,black,390349,0.09907045029103755951,Black pawn from E7 to E5,
10,white,30063982,7.89298201538622379303,White pawn from H4 to H5,
11,black,133665,0.03575616981834173203,Black pawn from D7 to D6,
12,white,2501844,0.65129097364842891693,White knight from F3 to H2,
13,black,152831,0.03925267327576875687,Black king from E8 to F7,
14,white,339370,0.08777417428791522980,White queen from D1 to E2,
15,black,299693,0.07581541128456592560,Black queen from D8 to A5,
16,white,681909,0.18138831481337547302,White queen from E2 to F3,
17,black,714273,0.18280186690390110016,Black knight from B8 to D7,
18,white,1991778,0.50763398455455899239,White rook from H1 to G1,
19,black,709287,0.18361269077286124229,Black rook from A8 to B8,
20,white,1148990,0.29452475206926465034,White king from E1 to D1,
21,black,921789,0.23988202586770057678,Black king from F7 to E7,
22,white,2089110,0.51533128554001450539,White king from D1 to E2,
23,black,3294650,0.84338191896677017212,Black queen from A5 to A6,
24,white,56795,0.01443377230316400528,White king from E2 to D1,
25,black,639814,0.17313815373927354813,Black king from E7 to E8,
26,white,9324917,2.41144544025883078575,White bishop from G2 to F1,
27,black,489526,0.12842879351228475571,Black queen from A6 to B6,
28,white,2455931,0.61580007430166006088,White bishop from F1 to D3,
29,black,919221,0.23619994428008794785,Black knight from D7 to C5,
30,white,27135966,7.20092636765912175179,White bishop from D3 to E2,
31,black,1992142,0.54177887411788105965,Black knight from C5 to D7,
32,white,2298641,0.57727730087935924530,White queen from F3 to F5,
33,black,4410256,1.15017958823591470718,Black pawn from A7 to A5,
34,white,5687465,1.44470065832138061523,White queen from F5 to E6,
35,black,87491,0.02319926489144563675,Black king from E8 to D8,
36,white,807565,0.20284155290573835373,White queen from E6 to D6,
37,black,1483091,0.38732520677149295807,Black pawn from C6 to C5,
38,white,503187,0.12648083781823515892,White queen from D6 to D5,
39,black,1604455,0.43339408747851848602,Black bishop from H6 to G7,
40,white,849605,0.21195664722472429276,White queen from D5 to H1,
41,black,481414,0.12402096670120954514,Black knight from G8 to E7,
42,white,207482,0.04984502401202917099,White pawn from B2 to B3,
43,black,439864,0.11113470233976840973,Black bishop from G7 to H6,
44,white,821670,0.20780306262895464897,White pawn from C2 to C4,
45,black,461951,0.11862597707659006119,Black rook from H8 to F8,
46,white,2600860,0.64742419775575399399,White queen from H1 to G2,
47,black,658548,0.16365857841446995735,Black king from D8 to E8,
48,white,1816445,0.43618172733113169670,White queen from G2 to H3,
49,black,214867,0.05524224461987614632,Black queen from B6 to A6,
50,white,449360,0.11303458735346794128,White knight from B1 to C3,
51,black,569240,0.14306939486414194107,Black knight from D7 to B6,
52,white,1429825,0.37089597526937723160,White rook from G1 to F1,
53,black,758127,0.20102628925815224648,Black knight from E7 to C6,
54,white,922476,0.24293780513107776642,White bishop from C1 to A3,
55,black,7518061,1.94352667359635233879,Black knight from B6 to D7,
56,white,2356525,0.61595514742657542229,White king from D1 to E1,
57,black,8197127,2.08289728453382849693,Black knight from C6 to A7,
58,white,2574226,0.66482319589704275131,White knight from C3 to D1,
59,black,7035174,1.69827690394595265388,Black rook from F8 to H8,
60,white,1385917,0.35230098338797688484,White queen from H3 to F3,
61,black,4438596,1.06662212638184428215,Black rook from H8 to F8,
62,white,10824117,2.64581156289204955101,White rook from F1 to G1,
63,black,19767089,4.65873436117544770241,Black rook from F8 to H8,
64,white,4562980,1.11156554147601127625,White queen from F3 to D5,
65,black,9496780,2.34884955873712897301,Black queen from A6 to B6,
66,white,9776222,2.37479022052139043808,White queen from D5 to F3,
67,black,11758711,2.77185072749853134155,Black knight from D7 to F8,
68,white,226309719,54.02607825258746743202,White rook from G1 to G2,
69,black,114419596,26.59406455419957637787,Black king from E8 to E7,
70,white,236857,0.06283393222838640213,White queen from F3 to H3,
71,black,639657,0.16826903121545910835,Black knight from F8 to D7,
72,white,196725,0.04964430117979645729,White knight from D1 to C3,
73,black,135110,0.03391350153833627701,Black rook from H8 to E8,
74,white,111700,0.02841412229463458061,White knight from C3 to D5,
75,black,60343,0.01687681721523404121,Black king from E7 to D6,
76,white,1859927,0.50217845337465405464,White knight from D5 to B6,
77,black,1804678,0.48282118467614054680,Black knight from D7 to B6,
78,white,358420,0.09498310461640357971,White rook from A1 to B1,
79,black,929323,0.24711935734376311302,Black rook from E8 to D8,
80,white,712039,0.18452166812494397163,White rook from B1 to A1,
81,black,693349,0.18587073404341936111,Black bishop from C8 to D7,
82,white,2111159,0.56367184594273567200,White queen from H3 to G3,
83,black,3848024,1.01722916029393672943,Black bishop from D7 to C6,
84,white,1058589,0.27910504769533872604,White pawn from F2 to F3,
85,black,748431,0.20131983142346143723,Black rook from D8 to C8,
86,white,649062,0.17277300031855702400,White pawn from D2 to D4,
87,black,518638,0.14338103309273719788,Black knight from B6 to D7,
88,white,929046,0.24748411728069186211,White rook from A1 to D1,
89,black,1635562,0.43076409306377172470,Black rook from C8 to G8,
90,white,827339,0.22781308926641941071,White pawn from D4 to E5,
91,black,67512,0.01797419413924217224,Black king from D6 to E6,
92,white,38014744,9.06318640848621726036,White rook from D1 to D6,
93,black,337912,0.09102191543206572533,Black king from E6 to E7,
94,white,17209949,4.46246343152597546577,White pawn from E5 to E6,
95,black,7256105,1.88316904241219162941,Black knight from D7 to E5,
96,white,9797550,2.46552275819703936577,White bishop from A3 to C5,
97,black,2669773,0.69282713113352656364,Black pawn from B7 to B6,
98,white,7883791,1.99253022903576493263,White rook from D6 to C6,
99,black,58918,0.01527215307578444481,Black pawn from B6 to C5,
100,white,202825,0.05259863846004009247,White rook from C6 to C7,
101,black,69151,0.01922593684867024422,Black king from E7 to E6,
102,white,283281,0.07726115547120571136,White rook from C7 to A7,
103,black,298256,0.08427760563790798187,Black rook from G8 to F8,
104,white,163194,0.04519321443513035774,White rook from G2 to F2,
105,black,571628,0.15759890247136354446,Black rook from B8 to C8,
106,white,158286,0.04268242046236991882,White pawn from E3 to E4,
107,black,325083,0.08920230669900774956,Black rook from F8 to G8,
108,white,124914,0.03313200874254107475,White queen from G3 to G2,
109,black,149298,0.04103622399270534515,Black bishop from H6 to G7,
110,white,92754,0.02364816237241029739,White rook from A7 to A5,
111,black,148540,0.03837788989767432213,Black pawn from H7 to H6,
112,white,123545,0.03128719562664628029,White pawn from A2 to A4,
113,black,115239,0.03025567810982465744,Black rook from G8 to D8,
114,white,110386,0.02859924733638763428,White queen from G2 to H1,
115,black,128911,0.03281358769163489342,Black king from E6 to D7,
116,white,220990,0.05245294282212853432,White pawn from F3 to F4,
